,Unnamed: 0,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total Score,Pass/Fail
3483,3483,male,group D,some college,standard,none,77,49,51,177,P
3484,3484,female,group B,associate's degree,standard,none,85,79,73,237,P
3485,3485,female,group E,bachelor's degree,standard,completed,101,99,106,306,P
3486,3486,male,group C,some college,standard,none,82,90,83,255,P
3487,3487,male,group D,bachelor's degree,standard,completed,62,64,66,192,P
3488,3488,male,group E,high school,standard,none,66,53,49,168,P
3489,3489,female,group A,associate's degree,standard,completed,64,59,63,186,P
3490,3490,male,group C,some college,standard,none,79,93,87,259,P
3491,3491,female,group B,high school,standard,completed,81,84,93,258,P
3492,3492,female,group B,bachelor's degree,standard,completed,76,76,86,238,P
3493,3493,female,group C,associate's degree,standard,completed,64,68,79,211,P
3494,3494,female,group E,associate's degree,standard,none,67,60,67,194,P
3495,3495,female,group C,master's degree,free/reduced,none,53,60,65,178,P
3496,3496,female,group B,master's degree,standard,none,74,89,87,250,P
3497,3497,male,group B,associate's degree,standard,completed,59,69,66,194,P
3498,3498,female,group E,associate's degree,free/reduced,completed,53,66,73,192,P
3499,3499,male,group D,associate's degree,standard,completed,89,89,87,265,P
3500,3500,male,group C,high school,free/reduced,none,44,72,57,173,P
3501,3501,male,group A,some college,standard,none,52,42,46,140,P
3502,3502,male,group A,high school,standard,none,57,58,50,165,P
3503,3503,female,group C,some college,standard,none,76,71,69,216,P
3504,3504,male,group B,associate's degree,standard,none,94,87,78,259,P
3505,3505,female,group E,bachelor's degree,standard,none,41,41,47,129,P
3506,3506,male,group C,bachelor's degree,standard,none,65,72,63,200,P
3507,3507,male,group D,some high school,standard,none,85,73,72,230,P
3508,3508,male,group C,some college,standard,none,55,45,43,143,P
3509,3509,female,group C,high school,free/reduced,none,35,46,41,122,F
3510,3510,male,group C,associate's degree,standard,none,75,78,70,223,P
3511,3511,male,group A,some high school,free/reduced,none,87,77,79,243,P
3512,3512,female,group D,some high school,free/reduced,completed,33,49,55,137,F
3513,3513,female,group D,some college,free/reduced,completed,49,58,66,173,P
3514,3514,female,group C,associate's degree,free/reduced,none,63,75,72,210,P
3515,3515,male,group D,bachelor's degree,free/reduced,none,63,74,63,200,P
3516,3516,male,group C,some college,standard,none,53,41,41,135,P
3517,3517,male,group D,bachelor's degree,free/reduced,completed,81,80,81,242,P
3518,3518,female,group C,bachelor's degree,standard,none,77,84,86,247,P
3519,3519,male,group D,associate's degree,standard,none,52,63,58,173,P
3520,3520,male,group C,high school,standard,none,72,80,69,221,P
3521,3521,female,group D,some college,standard,completed,87,87,105,279,P
3522,3522,male,group C,master's degree,free/reduced,completed,46,41,44,131,P
3523,3523,male,group B,associate's degree,standard,none,57,44,44,145,P
3524,3524,male,group B,some college,standard,none,61,57,54,172,P
3525,3525,female,group C,associate's degree,standard,completed,91,87,105,283,P
3526,3526,male,group D,high school,standard,none,47,51,50,148,P
3527,3527,female,group B,bachelor's degree,standard,none,74,75,75,224,P
3528,3528,male,group B,associate's degree,standard,completed,58,56,66,180,P
3529,3529,female,group A,master's degree,standard,none,53,55,56,164,P
3530,3530,female,group D,bachelor's degree,standard,none,85,103,99,287,P
3531,3531,male,group D,some college,free/reduced,none,62,68,66,196,P
3532,3532,male,group C,some high school,standard,completed,84,68,76,228,P
3533,3533,male,group C,bachelor's degree,standard,none,77,77,72,226,P
3534,3534,female,group D,some college,standard,completed,68,83,85,236,P
3535,3535,male,group A,high school,standard,none,66,45,47,158,P
3536,3536,male,group A,some college,free/reduced,none,27,21,27,75,F
3537,3537,female,group D,associate's degree,standard,none,78,79,73,230,P
3538,3538,female,group B,bachelor's degree,standard,none,69,85,81,235,P
3539,3539,female,group B,some college,free/reduced,completed,56,59,54,169,P
3540,3540,female,group E,associate's degree,free/reduced,completed,49,69,79,197,P
3541,3541,female,group C,associate's degree,standard,completed,67,92,82,241,P
3542,3542,female,group B,some college,standard,none,69,74,78,221,P
3543,3543,male,group C,some college,standard,none,65,62,58,185,P
3544,3544,male,group C,some college,standard,none,87,82,71,240,P
3545,3545,female,group B,high school,standard,none,82,93,83,258,P
3546,3546,female,group C,associate's degree,free/reduced,none,50,55,56,161,P
3547,3547,female,group E,some college,free/reduced,completed,38,61,60,159,F
3548,3548,female,group E,some college,free/reduced,none,74,84,66,224,P
3549,3549,female,group C,associate's degree,standard,none,48,59,59,166,P
3550,3550,female,group D,some high school,standard,completed,90,94,90,274,P
3551,3551,female,group C,bachelor's degree,standard,completed,86,93,100,279,P
3552,3552,female,group C,associate's degree,standard,completed,54,79,81,214,P
3553,3553,male,group A,some high school,free/reduced,none,43,36,26,105,F
3554,3554,female,group B,some high school,standard,none,84,77,71,232,P
3555,3555,male,group C,associate's degree,standard,none,54,64,65,183,P
3556,3556,male,group D,some college,standard,completed,78,61,67,206,P
3557,3557,female,group E,high school,free/reduced,completed,63,71,81,215,P
3558,3558,male,group D,bachelor's degree,free/reduced,none,71,63,73,207,P
3559,3559,male,group C,master's degree,free/reduced,completed,71,62,74,207,P
3560,3560,male,group D,associate's degree,standard,completed,66,57,66,189,P
3561,3561,female,group C,some high school,standard,completed,75,80,93,248,P
3562,3562,male,group D,bachelor's degree,standard,none,74,53,61,188,P
3563,3563,female,group B,some college,standard,none,64,61,62,187,P
3564,3564,female,group B,high school,standard,none,70,77,74,221,P
3565,3565,female,group C,high school,free/reduced,none,44,67,56,167,P
3566,3566,male,group C,high school,free/reduced,none,29,27,36,92,F
3567,3567,male,group C,associate's degree,standard,none,93,78,85,256,P
3568,3568,female,group A,associate's degree,standard,none,84,102,97,283,P
3569,3569,female,group E,bachelor's degree,standard,completed,99,97,101,297,P
3570,3570,male,group B,associate's degree,standard,completed,87,91,79,257,P
3571,3571,male,group B,bachelor's degree,standard,none,66,59,52,177,P
3572,3572,male,group B,associate's degree,standard,completed,85,82,82,249,P
3573,3573,male,group D,some college,standard,none,37,48,30,115,F
3574,3574,male,group D,some college,free/reduced,none,82,66,67,215,P
3575,3575,female,group D,some high school,free/reduced,none,29,27,31,87,F
3576,3576,female,group B,high school,standard,completed,77,77,88,242,P
3577,3577,female,group C,some college,standard,none,57,64,68,189,P
3578,3578,female,group C,associate's degree,standard,completed,64,77,81,222,P
3579,3579,male,group A,master's degree,free/reduced,none,66,70,74,210,P
3580,3580,female,group C,high school,standard,none,67,70,57,194,P
3581,3581,female,group B,high school,standard,none,57,69,64,190,P
3582,3582,female,group C,some college,free/reduced,none,41,65,63,169,P
3583,3583,male,group A,high school,free/reduced,none,49,61,45,155,P
3584,3584,male,group D,some high school,free/reduced,none,68,46,44,158,P
3585,3585,female,group D,some college,free/reduced,none,68,81,72,221,P
3586,3586,female,group B,some high school,free/reduced,none,44,59,60,163,P
3587,3587,female,group E,high school,standard,completed,56,62,70,188,P
3588,3588,female,group C,bachelor's degree,free/reduced,none,62,74,80,216,P
3589,3589,female,group C,high school,free/reduced,none,46,48,51,145,P
3590,3590,male,group B,high school,standard,none,77,53,70,200,P
3591,3591,male,group B,some college,free/reduced,none,50,61,45,156,P
3592,3592,female,group C,high school,standard,none,59,73,74,206,P
3593,3593,male,group C,high school,standard,completed,79,77,85,241,P
3594,3594,female,group E,associate's degree,standard,completed,94,89,88,271,P
3595,3595,female,group C,associate's degree,standard,none,53,50,61,164,P
3596,3596,female,group D,high school,standard,none,60,54,57,171,P
3597,3597,female,group C,high school,free/reduced,none,67,78,70,215,P
3598,3598,male,group E,associate's degree,free/reduced,completed,77,72,69,218,P
3599,3599,male,group B,associate's degree,free/reduced,completed,82,78,74,234,P
3600,3600,female,group D,high school,free/reduced,none,35,46,52,133,F
3601,3601,male,group B,some college,standard,completed,67,65,61,193,P
3602,3602,female,group D,high school,standard,none,70,71,78,219,P
3603,3603,female,group C,some high school,free/reduced,none,51,60,47,158,P
3604,3604,male,group D,associate's degree,standard,none,82,58,55,195,P
3605,3605,male,group C,master's degree,standard,completed,98,84,85,267,P
3606,3606,female,group C,some high school,free/reduced,completed,70,82,80,232,P
3607,3607,female,group B,high school,free/reduced,none,69,67,62,198,P
3608,3608,male,group A,high school,free/reduced,none,58,51,41,150,P
3609,3609,male,group D,some college,free/reduced,none,64,54,65,183,P
3610,3610,male,group D,bachelor's degree,free/reduced,none,55,48,49,152,P
3611,3611,male,group D,associate's degree,standard,none,68,59,74,201,P
3612,3612,female,group B,some high school,standard,none,71,81,86,238,P
3613,3613,male,group C,associate's degree,standard,completed,77,73,71,221,P
3614,3614,male,group B,high school,standard,none,45,47,35,127,F
3615,3615,male,group E,high school,standard,none,88,81,68,237,P
3616,3616,female,group C,associate's degree,standard,completed,71,69,76,216,P
3617,3617,male,group D,high school,standard,none,46,39,38,123,F
3618,3618,female,group C,associate's degree,standard,completed,53,58,60,171,P
3619,3619,female,group A,associate's degree,standard,none,84,88,100,272,P
3620,3620,female,group C,some high school,free/reduced,completed,30,40,44,114,F
3621,3621,female,group B,master's degree,free/reduced,completed,61,72,78,211,P
3622,3622,female,group C,some high school,standard,completed,93,98,90,281,P
3623,3623,female,group D,associate's degree,free/reduced,completed,73,88,86,247,P
3624,3624,male,group D,master's degree,standard,none,76,86,77,239,P
3625,3625,female,group C,associate's degree,standard,none,68,62,65,195,P
3626,3626,female,group E,bachelor's degree,standard,none,74,79,79,232,P
3627,3627,male,group A,some high school,standard,none,64,46,48,158,P
3628,3628,female,group D,associate's degree,free/reduced,none,19,23,39,81,F
3629,3629,male,group B,some high school,standard,completed,69,70,67,206,P
3630,3630,female,group C,high school,free/reduced,none,35,58,48,141,F
3631,3631,female,group C,bachelor's degree,standard,completed,80,90,90,260,P
3632,3632,male,group D,some high school,standard,none,64,61,58,183,P
3633,3633,female,group A,some high school,standard,none,69,83,80,232,P
3634,3634,female,group E,high school,free/reduced,none,64,58,63,185,P
3635,3635,male,group C,master's degree,free/reduced,completed,57,60,73,190,P
3636,3636,female,group B,high school,free/reduced,completed,68,76,87,231,P
3637,3637,female,group E,high school,standard,completed,75,78,87,240,P
3638,3638,female,group E,associate's degree,standard,completed,82,84,94,260,P
3639,3639,male,group E,associate's degree,standard,none,77,64,64,205,P
3640,3640,female,group B,some college,free/reduced,none,67,66,68,201,P
3641,3641,male,group D,some college,free/reduced,none,73,61,62,196,P
3642,3642,female,group A,high school,standard,completed,68,78,78,224,P
3643,3643,female,group C,some high school,free/reduced,completed,62,75,72,209,P
3644,3644,male,group D,some college,standard,none,71,71,74,216,P
3645,3645,female,group B,high school,standard,none,68,65,74,207,P
3646,3646,female,group D,bachelor's degree,standard,none,74,91,83,248,P
3647,3647,female,group C,some college,free/reduced,none,41,43,36,120,F
3648,3648,male,group A,high school,standard,none,75,76,65,216,P
3649,3649,female,group C,master's degree,free/reduced,none,35,58,54,147,F
3650,3650,female,group D,some college,standard,completed,87,98,89,274,P
3651,3651,male,group A,high school,standard,none,56,57,57,170,P
3652,3652,male,group E,some high school,standard,none,37,29,23,89,F
3653,3653,female,group A,associate's degree,free/reduced,none,45,52,49,146,P
3654,3654,female,group D,associate's degree,standard,completed,53,75,83,211,P
3655,3655,male,group E,high school,standard,none,79,64,61,204,P
3656,3656,male,group D,some college,standard,completed,64,58,59,181,P
3657,3657,female,group C,some college,standard,none,78,86,91,255,P
3658,3658,male,group C,high school,standard,none,77,73,62,212,P
3659,3659,male,group E,bachelor's degree,standard,completed,75,68,68,211,P
3660,3660,female,group B,associate's degree,free/reduced,none,51,73,62,186,P
3661,3661,male,group A,some college,free/reduced,none,76,87,80,243,P
3662,3662,female,group C,high school,standard,none,61,63,72,196,P
3663,3663,female,group D,some college,free/reduced,none,45,50,52,147,P
3664,3664,female,group D,some college,free/reduced,none,62,70,75,207,P
3665,3665,male,group C,some college,standard,completed,93,89,100,282,P
3666,3666,female,group D,some high school,standard,none,71,70,74,215,P
3667,3667,male,group B,some college,standard,completed,87,86,90,263,P
3668,3668,male,group E,some high school,standard,none,89,88,71,248,P
3669,3669,male,group B,associate's degree,standard,completed,66,58,56,180,P
3670,3670,female,group D,some high school,standard,none,71,77,86,234,P
3671,3671,male,group A,bachelor's degree,standard,none,92,97,88,277,P
3672,3672,male,group D,some college,standard,none,77,53,52,182,P
3673,3673,female,group B,some college,standard,none,73,74,76,223,P
3674,3674,female,group A,some college,free/reduced,none,53,68,49,170,P
3675,3675,male,group C,some high school,free/reduced,completed,51,37,44,132,F
3676,3676,male,group C,high school,standard,none,68,68,69,205,P
3677,3677,male,group E,some college,standard,none,94,77,78,249,P
3678,3678,female,group E,some college,free/reduced,completed,41,58,60,159,P
3679,3679,female,group E,master's degree,standard,none,59,73,78,210,P
3680,3680,male,group C,some college,standard,none,61,53,53,167,P
3681,3681,male,group E,some college,standard,none,96,90,89,275,P
3682,3682,male,group C,associate's degree,standard,none,53,58,40,151,F
3683,3683,female,group A,some college,standard,none,61,52,67,180,P
3684,3684,male,group A,some high school,free/reduced,none,69,60,53,182,P
3685,3685,male,group E,associate's degree,standard,none,54,44,30,128,F
3686,3686,female,group D,high school,standard,completed,62,82,84,228,P
3687,3687,female,group D,some high school,standard,completed,67,74,74,215,P
3688,3688,male,group C,some college,free/reduced,none,76,71,66,213,P
3689,3689,male,group A,some high school,free/reduced,none,67,55,56,178,P
3690,3690,female,group D,master's degree,standard,completed,81,82,85,248,P
3691,3691,female,group D,master's degree,standard,none,49,58,67,174,P
3692,3692,male,group A,high school,standard,completed,63,72,69,204,P
3693,3693,male,group B,associate's degree,standard,completed,62,72,64,198,P
3694,3694,male,group B,high school,standard,none,66,60,62,188,P
3695,3695,male,group C,some high school,free/reduced,completed,57,69,71,197,P
3696,3696,female,group B,associate's degree,free/reduced,none,55,78,68,201,P
3697,3697,female,group D,some college,standard,none,74,84,86,244,P
3698,3698,male,group D,high school,free/reduced,none,42,56,50,148,P
3699,3699,female,group C,some college,free/reduced,completed,61,77,77,215,P
3700,3700,female,group B,master's degree,free/reduced,completed,51,86,69,206,P
3701,3701,female,group C,some college,free/reduced,none,62,70,78,210,P
3702,3702,male,group A,some high school,standard,completed,49,50,40,139,F
3703,3703,male,group C,bachelor's degree,standard,none,77,91,86,254,P
3704,3704,female,group C,high school,standard,completed,68,69,68,205,P
3705,3705,female,group C,bachelor's degree,standard,none,92,83,89,264,P
3706,3706,male,group C,some college,free/reduced,none,71,70,55,196,P
3707,3707,male,group E,some college,standard,none,65,56,63,184,P
3708,3708,female,group D,high school,standard,none,51,69,61,181,P
3709,3709,female,group D,associate's degree,free/reduced,completed,77,86,82,245,P
3710,3710,female,group B,associate's degree,free/reduced,completed,75,92,89,256,P
3711,3711,female,group C,bachelor's degree,free/reduced,none,64,79,75,218,P
3712,3712,female,group D,high school,standard,none,63,45,60,168,P
3713,3713,female,group D,some college,standard,completed,81,96,96,273,P
3714,3714,male,group D,master's degree,free/reduced,completed,84,88,83,255,P
3715,3715,female,group C,associate's degree,standard,completed,48,86,79,213,P
3716,3716,female,group E,high school,free/reduced,none,36,44,35,115,F
3717,3717,male,group C,some high school,free/reduced,none,63,56,53,172,P
3718,3718,female,group A,master's degree,standard,none,52,57,55,164,P
3719,3719,female,group C,high school,standard,none,66,76,70,212,P
3720,3720,female,group D,associate's degree,standard,completed,73,75,84,232,P
3721,3721,female,group A,bachelor's degree,standard,none,50,55,52,157,P
3722,3722,male,group C,associate's degree,standard,none,67,67,67,201,P
3723,3723,female,group B,some college,free/reduced,none,47,51,59,157,P
3724,3724,female,group C,some college,standard,none,53,55,55,163,P
3725,3725,female,group C,associate's degree,standard,completed,64,65,68,197,P
3726,3726,female,group E,some college,standard,none,63,77,63,203,P
3727,3727,female,group C,associate's degree,standard,completed,49,56,62,167,P
3728,3728,female,group D,some high school,standard,none,74,77,80,231,P
3729,3729,female,group C,some college,standard,completed,88,93,88,269,P
3730,3730,female,group B,associate's degree,standard,none,55,62,65,182,P
3731,3731,male,group E,some college,standard,none,60,73,58,191,P
3732,3732,male,group B,high school,standard,completed,64,41,50,155,P
3733,3733,male,group C,high school,free/reduced,none,50,48,59,157,P
3734,3734,male,group D,high school,standard,none,87,85,75,247,P
3735,3735,female,group C,some college,standard,none,80,95,94,269,P
3736,3736,male,group E,bachelor's degree,standard,completed,100,104,105,309,P
3737,3737,male,group E,high school,free/reduced,completed,59,50,61,170,P
3738,3738,female,group D,associate's degree,free/reduced,completed,79,93,91,263,P
3739,3739,female,group C,some college,standard,none,65,74,78,217,P
3740,3740,male,group D,some high school,free/reduced,completed,53,57,66,176,P
3741,3741,male,group E,high school,standard,none,74,72,62,208,P
3742,3742,female,group D,some college,standard,completed,88,82,99,269,P
3743,3743,female,group C,bachelor's degree,free/reduced,none,45,73,65,183,P
3744,3744,female,group D,associate's degree,standard,none,74,72,65,211,P
3745,3745,male,group C,associate's degree,standard,completed,42,67,57,166,P
3746,3746,male,group C,master's degree,standard,none,63,48,55,166,P
3747,3747,male,group D,some college,standard,none,49,61,63,173,P
3748,3748,male,group B,bachelor's degree,free/reduced,none,62,65,63,190,P
3749,3749,female,group C,associate's degree,standard,completed,73,81,88,242,P
3750,3750,male,group D,high school,free/reduced,none,66,70,62,198,P
3751,3751,male,group E,associate's degree,free/reduced,none,62,50,51,163,P
3752,3752,female,group C,high school,standard,none,54,73,65,192,P
3753,3753,male,group B,high school,free/reduced,none,38,37,29,104,F
3754,3754,male,group D,associate's degree,standard,completed,70,72,65,207,P
3755,3755,female,group C,high school,standard,none,53,65,76,194,P
3756,3756,female,group D,some high school,standard,completed,59,62,75,196,P
3757,3757,male,group C,high school,standard,none,46,49,44,139,P
3758,3758,male,group A,some high school,standard,completed,40,47,44,131,F
3759,3759,female,group E,master's degree,standard,completed,102,95,106,303,P
3760,3760,male,group C,high school,standard,none,77,81,77,235,P
3761,3761,male,group D,high school,standard,none,80,73,70,223,P
3762,3762,male,group B,high school,standard,none,57,61,59,177,P
3763,3763,male,group D,high school,standard,none,61,73,70,204,P
3764,3764,female,group E,some college,free/reduced,completed,37,50,54,141,F
3765,3765,male,group D,associate's degree,standard,none,83,73,79,235,P
3766,3766,male,group B,some high school,standard,completed,74,58,55,187,P
3767,3767,male,group A,associate's degree,free/reduced,none,60,51,46,157,P
3768,3768,male,group B,high school,standard,none,60,51,45,156,P
3769,3769,male,group E,some high school,standard,completed,76,62,51,189,P
3770,3770,female,group C,high school,free/reduced,none,58,80,75,213,P
3771,3771,female,group C,some high school,standard,completed,60,81,77,218,P
3772,3772,female,group B,associate's degree,standard,none,63,67,70,200,P
3773,3773,male,group B,bachelor's degree,free/reduced,none,65,63,53,181,P
3774,3774,male,group B,associate's degree,free/reduced,none,76,59,66,201,P
3775,3775,female,group C,associate's degree,standard,none,67,64,67,198,P
3776,3776,female,group C,some college,standard,none,58,76,74,208,P
3777,3777,female,group C,some high school,free/reduced,completed,74,85,88,247,P
3778,3778,female,group A,some high school,standard,none,44,65,57,166,P
3779,3779,male,group D,some high school,standard,none,77,82,77,236,P
3780,3780,female,group E,master's degree,standard,completed,99,106,100,305,P
3781,3781,male,group D,master's degree,standard,none,80,83,83,246,P
3782,3782,female,group C,associate's degree,free/reduced,none,67,78,74,219,P
3783,3783,female,group C,high school,free/reduced,none,42,64,54,160,P
3784,3784,male,group A,high school,standard,none,79,79,57,215,P
3785,3785,male,group B,some college,free/reduced,none,54,59,56,169,P
3786,3786,male,group A,bachelor's degree,standard,none,72,62,68,202,P
3787,3787,male,group B,high school,free/reduced,none,49,43,51,143,P
3788,3788,female,group C,high school,free/reduced,completed,62,83,91,236,P
3789,3789,female,group C,some college,standard,completed,60,81,78,219,P
3790,3790,male,group C,associate's degree,standard,none,50,44,46,140,P
3791,3791,female,group E,high school,standard,none,76,73,70,219,P
3792,3792,female,group E,master's degree,free/reduced,none,55,79,62,196,P
3793,3793,male,group D,associate's degree,standard,none,88,60,68,216,P
3794,3794,male,group D,bachelor's degree,free/reduced,none,44,44,52,140,P
3795,3795,female,group D,some college,standard,none,67,75,74,216,P
3796,3796,female,group D,master's degree,free/reduced,completed,47,52,67,166,P
3797,3797,female,group C,some college,standard,completed,89,84,88,261,P
3798,3798,female,group C,some college,standard,completed,66,68,83,217,P
3799,3799,male,group E,some high school,standard,completed,72,51,56,179,P
3800,3800,female,group D,master's degree,free/reduced,completed,91,86,95,272,P
3801,3801,male,group B,high school,standard,completed,58,39,43,140,F
3802,3802,male,group B,high school,free/reduced,none,33,23,32,88,F
3803,3803,female,group C,some high school,standard,completed,66,76,78,220,P
3804,3804,female,group C,master's degree,standard,completed,71,79,88,238,P
3805,3805,male,group B,some high school,standard,completed,66,51,56,173,P
3806,3806,male,group A,high school,standard,completed,78,80,73,231,P
3807,3807,female,group C,high school,free/reduced,completed,48,60,68,176,P
3808,3808,female,group E,some high school,free/reduced,none,80,73,75,228,P
3809,3809,female,group A,some high school,free/reduced,none,35,44,39,118,F
3810,3810,female,group C,associate's degree,standard,none,58,67,71,196,P
3811,3811,female,group C,bachelor's degree,standard,completed,89,103,97,289,P
3812,3812,male,group E,high school,free/reduced,completed,80,84,81,245,P
3813,3813,male,group C,bachelor's degree,free/reduced,none,37,58,45,140,F
3814,3814,male,group B,associate's degree,free/reduced,completed,63,60,51,174,P
3815,3815,female,group D,associate's degree,free/reduced,none,52,72,73,197,P
3816,3816,female,group E,bachelor's degree,standard,none,79,79,80,238,P
3817,3817,female,group D,bachelor's degree,free/reduced,none,84,93,97,274,P
3818,3818,male,group E,associate's degree,free/reduced,none,50,41,48,139,P
3819,3819,female,group A,some high school,free/reduced,none,40,45,40,125,F
3820,3820,male,group C,bachelor's degree,standard,none,82,77,86,245,P
3821,3821,male,group A,some high school,standard,completed,43,36,43,122,F
3822,3822,female,group C,high school,free/reduced,completed,64,75,65,204,P
3823,3823,male,group B,associate's degree,free/reduced,none,68,58,59,185,P
3824,3824,male,group D,high school,free/reduced,none,64,71,69,204,P
3825,3825,female,group B,high school,standard,completed,62,89,79,230,P
3826,3826,female,group A,some high school,free/reduced,none,50,44,46,140,P
3827,3827,female,group D,some college,standard,none,66,76,78,220,P
3828,3828,female,group D,high school,free/reduced,completed,71,61,69,201,P
3829,3829,female,group C,some high school,free/reduced,completed,61,76,67,204,P
3830,3830,female,group D,master's degree,standard,none,71,72,70,213,P
3831,3831,female,group B,some college,standard,completed,48,64,66,178,P
3832,3832,male,group D,some college,free/reduced,none,62,51,61,174,P
3833,3833,female,group D,associate's degree,free/reduced,completed,59,67,71,197,P
3834,3834,male,group E,associate's degree,free/reduced,none,58,53,55,166,P
3835,3835,male,group B,associate's degree,standard,none,75,68,62,205,P
3836,3836,female,group C,associate's degree,free/reduced,none,70,77,70,217,P
3837,3837,male,group E,some college,standard,none,77,70,74,221,P
3838,3838,male,group D,high school,standard,none,56,54,53,163,P
3839,3839,female,group E,high school,free/reduced,none,63,61,68,192,P
3840,3840,male,group D,associate's degree,standard,none,71,66,64,201,P
3841,3841,female,group C,some college,free/reduced,none,34,44,50,128,F
3842,3842,male,group D,bachelor's degree,free/reduced,completed,84,67,77,228,P
3843,3843,female,group C,some high school,standard,none,72,96,87,255,P
3844,3844,female,group C,high school,standard,none,68,81,64,213,P
3845,3845,female,group C,bachelor's degree,standard,completed,72,103,97,272,P
3846,3846,male,group D,associate's degree,standard,none,56,41,50,147,P
3847,3847,male,group B,some college,free/reduced,completed,69,81,72,222,P
3848,3848,male,group B,some high school,standard,none,74,60,57,191,P
3849,3849,male,group D,associate's degree,standard,none,80,77,69,226,P
3850,3850,female,group C,some high school,standard,completed,75,67,74,216,P
3851,3851,male,group A,some high school,standard,completed,54,42,52,148,P
3852,3852,female,group D,associate's degree,free/reduced,none,42,65,54,161,P
3853,3853,female,group C,bachelor's degree,standard,none,66,68,79,213,P
3854,3854,male,group A,some high school,free/reduced,none,62,60,53,175,P
3855,3855,male,group B,some college,standard,completed,73,73,77,223,P
3856,3856,male,group B,high school,free/reduced,none,42,23,28,93,F
3857,3857,male,group C,high school,standard,none,78,52,60,190,P
3858,3858,male,group A,some college,standard,completed,67,44,53,164,P
3859,3859,male,group D,some college,standard,none,83,69,84,236,P
3860,3860,female,group B,high school,standard,completed,60,70,61,191,P
3861,3861,male,group B,high school,standard,completed,53,48,48,149,P
3862,3862,male,group A,some college,standard,none,50,44,42,136,P
3863,3863,male,group C,high school,free/reduced,none,62,70,60,192,P
3864,3864,male,group B,high school,free/reduced,none,68,82,75,225,P
3865,3865,female,group D,some college,free/reduced,none,77,62,71,210,P
3866,3866,female,group E,associate's degree,standard,completed,95,92,89,276,P
3867,3867,male,group C,associate's degree,free/reduced,completed,81,82,78,241,P
3868,3868,male,group C,master's degree,standard,none,81,66,60,207,P
3869,3869,female,group D,bachelor's degree,standard,none,79,94,88,261,P
3870,3870,female,group C,associate's degree,standard,none,96,88,102,286,P
3871,3871,female,group D,associate's degree,standard,none,69,85,75,229,P
3872,3872,male,group C,associate's degree,standard,none,57,75,49,181,P
3873,3873,female,group B,master's degree,free/reduced,completed,54,68,72,194,P
3874,3874,male,group C,some high school,free/reduced,none,75,70,63,208,P
3875,3875,male,group B,associate's degree,free/reduced,completed,52,64,47,163,P
3876,3876,female,group B,associate's degree,standard,completed,86,94,92,272,P
3877,3877,female,group D,some college,free/reduced,none,59,71,66,196,P
3878,3878,male,group E,some college,standard,none,71,52,52,175,P
3879,3879,male,group D,associate's degree,free/reduced,none,56,48,51,155,P
3880,3880,male,group D,some college,standard,completed,78,84,71,233,P
3881,3881,female,group B,associate's degree,free/reduced,completed,63,75,73,211,P
3882,3882,female,group C,associate's degree,standard,completed,76,78,81,235,P
3883,3883,female,group E,associate's degree,free/reduced,none,49,55,50,154,P
3884,3884,female,group D,master's degree,standard,none,48,60,72,180,P
3885,3885,female,group D,bachelor's degree,free/reduced,none,27,41,50,118,F
3886,3886,male,group C,high school,free/reduced,none,60,67,62,189,P
3887,3887,female,group E,some college,standard,none,81,71,83,235,P
3888,3888,male,group B,high school,standard,none,78,60,68,206,P
3889,3889,male,group A,some high school,free/reduced,none,64,65,56,185,P
3890,3890,female,group D,some college,standard,completed,79,95,95,269,P
3891,3891,male,group D,some high school,standard,none,79,76,87,242,P
3892,3892,female,group A,bachelor's degree,standard,none,47,59,64,170,P
3893,3893,female,group B,some high school,free/reduced,none,18,34,27,79,F
3894,3894,female,group C,high school,standard,none,84,82,82,248,P
3895,3895,male,group C,some high school,standard,none,53,49,45,147,P
3896,3896,female,group D,associate's degree,free/reduced,completed,54,71,74,199,P
3897,3897,male,group B,some college,standard,none,65,66,55,186,P
3898,3898,male,group C,some college,standard,none,60,34,45,139,F
3899,3899,male,group D,some high school,standard,completed,84,77,85,246,P
3900,3900,female,group D,some high school,free/reduced,none,18,34,26,78,F
3901,3901,female,group B,high school,standard,none,78,76,72,226,P
3902,3902,male,group D,high school,standard,none,42,39,38,119,F
3903,3903,male,group E,some college,standard,none,67,45,40,152,F
3904,3904,female,group C,associate's degree,standard,completed,80,81,85,246,P
3905,3905,male,group C,high school,standard,none,54,48,49,151,P
3906,3906,female,group D,some college,standard,none,71,81,74,226,P
3907,3907,male,group E,associate's degree,standard,none,93,83,78,254,P
3908,3908,female,group A,some college,standard,none,47,68,63,178,P
3909,3909,male,group D,associate's degree,standard,none,80,78,78,236,P
3910,3910,male,group D,some high school,free/reduced,none,58,49,45,152,P
3911,3911,female,group C,some high school,standard,completed,46,55,49,150,P
3912,3912,female,group C,some college,standard,completed,66,68,75,209,P
3913,3913,male,group A,bachelor's degree,standard,none,70,70,60,200,P
3914,3914,male,group C,high school,free/reduced,completed,57,46,52,155,P
3915,3915,male,group B,some high school,standard,none,80,77,76,233,P
3916,3916,female,group C,bachelor's degree,standard,none,87,87,95,269,P
3917,3917,male,group A,some high school,standard,none,64,54,44,162,P
3918,3918,male,group C,high school,standard,none,75,76,77,228,P
